charger_longitude;charger_latitude;Rating;atm;bakery;bar;bicycle_parking;books;cafe;clothes;doctors;fast_food;hairdresser;parking;pharmacy;playground;pub;restaurant;school;sports_centre;supermarket
4.76713999999999;51.8223;5;2;4;0;0;2;0;19;0;11;4;6;0;1;4;7;4;1;4
4.768193;52.6626215;5;0;1;0;0;0;0;0;1;1;1;7;1;8;0;0;4;0;1
4.772447;51.820449;3;2;4;0;0;2;0;19;1;11;4;5;1;0;4;7;2;1;3
4.773582;52.3559924;5;0;1;0;11;0;2;4;0;4;0;4;0;3;0;6;2;0;1
4.7745825;52.9569349;4;3;2;7;3;1;7;25;0;15;12;1;1;1;4;26;1;0;4
4.7790753;52.3918194;5;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
4.7793665;52.9321415999999;5;1;1;0;0;1;1;0;1;1;1;0;0;1;1;1;0;1;3
4.7826089;52.287059;4.8;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0
4.78287;51.678;5;0;1;0;0;0;1;4;0;1;0;3;1;1;2;6;1;0;2
4.7866;51.825426;3.8;2;4;0;2;2;0;3;1;7;2;1;1;0;1;3;2;3;4
4.788988;52.356617;5;4;9;1;55;1;5;6;2;15;6;4;3;3;0;16;4;0;10
4.791586;51.678372;5;0;1;0;0;0;1;4;1;1;0;4;1;1;2;6;1;0;4
4.7927379;52.9157446;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
4.7941321;52.3514855;5;3;7;1;56;1;3;3;1;10;6;5;2;1;1;14;5;0;8
4.794903;52.353578;4;5;10;1;69;1;6;6;2;15;7;7;4;3;0;16;4;0;13
4.79493709999999;52.2749734999999;5;1;1;0;0;0;2;1;0;3;5;0;1;0;0;1;2;1;4
4.7958288;52.3582863;1;4;11;1;77;1;7;12;2;18;6;8;3;3;0;21;3;1;12
4.796208;51.6814879999999;4;0;1;0;0;0;1;4;1;1;0;4;1;1;2;6;1;0;3
4.797257;51.54928;3;0;0;0;1;0;0;0;0;2;0;0;1;1;1;3;2;0;2
4.7980288;51.8204703;5;0;0;0;2;0;0;0;1;3;0;0;1;0;0;1;2;2;1
4.798629;52.277243;4;1;1;0;0;0;2;1;0;2;5;0;1;0;0;2;2;1;4
4.800934;51.610131;1;0;2;0;1;0;1;11;1;2;3;0;1;1;0;3;2;0;3
4.80124929999999;52.3740728999999;4;0;1;0;2;0;0;0;0;5;0;1;1;1;0;2;0;1;5
4.80178709999999;52.3520926;4;5;9;1;93;3;4;8;3;21;10;8;4;2;1;18;4;1;12
4.805407;52.348689;1;1;1;0;54;2;0;0;5;11;5;5;3;4;2;8;3;1;6
4.8056943;51.5674874;3;3;5;0;0;2;1;3;0;3;3;2;2;0;0;2;2;0;4
4.806174;52.366515;1;3;8;0;26;1;4;8;1;9;2;3;2;0;0;9;0;4;7
4.80659869999999;51.7078196999999;5;0;0;0;0;0;0;0;0;1;0;1;0;0;3;8;1;0;1
4.8099253;52.6452354;1;0;1;0;0;0;1;0;1;0;1;3;0;2;0;2;0;0;2
4.8105589;52.373779;5;2;1;0;2;0;0;0;0;6;1;1;2;2;1;5;0;1;6
4.8132904;52.2773437;5;1;0;0;0;0;0;0;0;0;2;0;0;4;0;1;6;0;1
4.81687999999999;52.4515839;5;0;2;0;1;0;3;0;2;6;3;4;2;8;1;5;5;3;2
4.816897;52.2536889999999;4;0;1;0;0;0;0;0;0;1;0;0;0;15;0;0;1;0;1
4.8175896;52.4611041999999;4.3;0;2;0;1;0;0;0;0;2;2;0;0;1;0;5;1;3;2
4.8206172;52.311706;1;1;0;0;1;0;4;0;0;1;0;4;0;0;0;2;0;0;0
4.8220768;52.4379451;4;1;5;0;6;4;7;30;1;13;2;8;2;3;9;38;6;1;7
4.82278109999999;52.6508238;1;2;0;0;0;0;0;1;1;3;1;4;1;3;0;0;4;0;3
4.8228522;52.6408482;4;0;0;0;0;0;0;0;0;1;0;0;1;4;0;1;2;0;0
4.8250218;52.662982;5;5;2;0;4;4;3;33;0;10;5;6;1;2;0;14;2;0;4
4.8252372;52.6644229;4;4;2;0;4;4;3;32;0;9;4;4;1;2;0;14;1;0;3
4.8273701;51.58285;4;1;1;0;2;1;0;0;0;2;2;1;1;1;0;3;1;2;2
4.82887919999999;52.3810327;4;4;5;0;25;0;4;17;2;14;7;1;3;2;1;15;2;0;5
4.8306418;52.3924174;5;0;1;1;12;1;1;0;0;3;0;1;0;0;0;5;0;0;2
4.8317159;51.6305714;5;0;0;0;0;0;0;0;0;1;0;3;0;6;0;5;0;0;1
4.8319713;52.2742106;4;1;1;0;0;1;0;1;0;3;2;1;0;5;0;4;4;1;3
4.8338128;51.5803804;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;3;0;1;0
4.8390887;52.6496395;3;1;0;0;0;0;0;0;0;1;0;1;1;3;0;1;4;0;2
4.8408779;52.2848659;4;1;1;1;3;0;0;1;0;3;5;1;0;3;0;7;1;7;2
4.8414759;52.402488;4;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1
4.84340679999999;52.3437266;5;2;3;0;145;0;7;3;0;9;5;8;2;1;2;20;2;3;5
4.84505119999999;52.4475130999999;1;2;3;0;0;0;1;0;0;1;3;2;1;2;0;2;2;2;4
4.8451301;52.3451621;4;3;3;3;145;0;11;3;0;11;7;9;2;2;3;26;3;4;9
4.8456918;52.3423082;5;2;1;1;138;0;5;1;0;7;4;7;1;1;2;16;2;4;5
4.84589839999999;52.3398733;5;0;1;1;125;0;5;0;0;4;0;6;0;0;1;10;1;4;2
4.8480325;52.3355113;1;1;0;0;45;0;2;0;0;1;0;7;0;0;0;5;0;3;0
4.8492846;52.3910774;5;0;1;1;6;1;2;0;0;7;0;1;1;0;1;6;1;1;3
4.8537908;52.3922713;5;0;0;0;0;0;2;0;0;4;0;0;1;0;1;1;1;1;1
4.8550707;52.3450374;4;2;5;4;109;3;13;4;0;15;6;5;3;2;6;42;5;3;11
4.8572111;51.6121673;4.8;0;0;0;0;0;0;0;0;0;0;2;0;3;0;2;1;0;0
4.8586026;52.3084084;5;5;4;0;3;2;7;46;2;20;11;2;1;2;2;21;2;0;7
4.8590841;51.5928518;1;1;1;0;0;0;0;0;1;1;2;0;0;0;1;2;0;0;1
4.862081;52.3138249999999;5;2;2;0;0;2;1;6;2;21;13;2;2;1;1;13;2;1;7
4.86208559999999;52.2911006;5;5;3;0;2;1;1;1;2;9;7;3;2;4;1;9;2;5;6
4.86917;52.302553;4;4;2;0;6;1;7;44;3;16;3;1;1;4;2;15;0;1;7
4.869871;51.626573;4.6;2;3;0;2;1;0;2;0;3;1;0;1;2;0;10;0;0;6
4.8701514;51.6267709;4.1;2;3;0;2;1;0;2;0;4;1;0;1;2;0;10;0;0;6
4.8745062;52.3125693;3.5;2;1;0;1;3;2;1;3;17;8;4;3;4;0;10;0;2;8
4.8754326;51.6889119999999;5;3;3;0;0;1;0;2;0;1;0;1;1;0;2;6;1;0;3
4.8762573;52.3122348;1;2;1;0;1;3;2;1;3;16;8;4;3;4;0;10;0;2;8
4.881101;52.3214474;2.5;2;2;0;0;3;2;1;1;10;6;8;1;2;0;12;3;1;5
4.8828831;52.3058385999999;1;1;1;0;4;1;1;0;0;13;5;1;2;3;0;8;0;5;8
4.8863391;52.3349975;1;3;2;2;4;2;12;9;1;5;3;7;2;5;0;20;4;3;7
4.8864122;52.3276040999999;3;3;3;0;3;1;6;8;2;3;4;5;3;5;0;12;5;1;6
4.887499;51.6117066;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
4.888774;52.3281019999999;5;3;3;0;3;1;7;8;1;3;4;6;2;5;0;12;5;1;5
4.8917448;52.3751201;5;33;34;87;32;30;189;297;5;161;46;5;5;5;146;440;6;3;19
4.89438;52.37273;5;37;34;88;57;32;201;313;2;164;45;8;4;6;158;484;3;2;22
4.8950641;52.3693513;4;28;30;92;60;29;192;319;3;162;47;5;5;7;171;538;4;4;20
4.904311;52.426827;3;2;1;0;18;1;3;6;3;2;4;0;1;4;3;14;2;8;3
4.9125816;52.4169565;2.8;2;1;0;1;0;1;0;1;0;0;1;1;5;1;1;0;4;2
4.912942;51.554715;5;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0
4.91821099999999;52.337109;4;0;1;1;7;0;2;1;1;5;1;7;0;4;1;4;1;5;2
4.9220701;51.5929659;5;2;2;0;0;1;0;7;1;6;8;0;2;4;1;8;2;1;5
4.923462;52.388965;2;2;7;1;2;1;7;1;0;13;5;3;2;6;7;18;1;2;6
4.92446299999999;52.327656;5;0;0;0;3;1;0;0;0;4;0;1;0;0;0;0;0;0;2
4.927293;52.3230219999999;3;0;0;0;4;1;0;0;0;3;0;0;0;1;0;1;0;0;2
4.9290756;52.3343836;3.3;1;0;0;4;0;0;0;0;4;3;2;0;2;0;3;1;1;3
4.9308382;51.6312676;5;0;0;0;0;0;0;0;1;3;2;2;2;0;2;2;2;1;3
4.9317852;52.494481;5;0;0;0;4;0;0;1;0;0;0;0;1;5;0;1;0;0;2
4.932214;52.3994718;4;1;1;0;17;2;6;16;3;18;6;3;1;8;2;11;2;2;7
4.9328558;52.4033151999999;5;1;0;0;18;2;4;15;3;17;6;3;1;8;2;11;2;0;7
4.9343426;52.4025927;5;1;0;0;18;2;4;15;3;17;6;3;1;7;2;11;2;0;7
4.93661009999999;51.5781129999999;3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0
4.9367917;52.5036982;1;1;2;0;4;3;4;7;0;5;1;3;1;4;3;6;0;0;3
4.93745;52.4009979999999;5;1;0;0;17;2;4;15;2;17;6;1;1;8;2;11;2;0;7
4.93806069999999;52.3388463;4;1;0;0;22;0;2;0;1;2;5;0;0;1;0;4;0;1;1
4.9385996;52.489992;5;0;0;0;4;0;0;1;0;1;0;0;1;1;0;1;0;0;2
4.940687;51.6351802999999;5;0;0;0;0;0;0;0;1;1;0;4;2;3;1;2;1;0;3
4.94224679999999;52.5068865;5;3;3;0;6;3;10;6;0;9;3;3;1;3;6;17;0;0;4
4.9424303;51.6344767999999;3;0;0;0;0;1;0;1;1;1;0;4;2;3;1;3;1;0;3
4.9437324;51.659701;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
4.944491;52.365525;5;2;12;4;4;1;8;7;1;7;21;3;2;13;5;24;5;1;16
4.944561;52.364884;3;2;12;5;4;1;9;7;1;7;20;3;2;11;5;24;5;1;15
4.945841;51.552735;1;0;1;0;0;0;0;0;0;1;0;2;1;1;1;2;0;0;0
4.946377;51.690805;5;1;0;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;1
4.948179;52.368747;5;0;5;3;3;2;7;3;0;6;13;4;1;10;4;17;5;1;8
4.9507123;51.6319333;5;0;0;0;0;1;1;7;1;2;1;4;1;3;2;4;3;0;3
4.9523544;52.4938779;5;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;3
4.9589783;52.5098038;1;4;3;0;10;3;11;6;0;11;2;2;1;2;6;21;1;1;8
4.959994;52.2548109;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0
4.96281;51.64418;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
4.96788199999999;52.4942619;4;1;1;0;0;0;0;0;0;0;1;0;2;2;0;0;0;0;3
4.9691486;52.2704229;1;0;3;0;1;1;1;1;0;4;2;1;0;4;1;6;1;0;2
4.970103;52.2976834;5;4;2;1;5;2;2;0;1;3;1;1;1;3;0;5;6;0;6
4.97093829999999;52.3524993;5;1;1;0;2;0;1;1;0;0;0;1;1;0;0;1;0;0;1
4.972328;52.292535;4;2;1;1;4;2;0;0;1;3;1;0;1;2;0;2;6;0;3
4.97319209999999;52.3541684;3;1;1;0;1;0;0;1;0;0;0;1;1;0;0;2;1;0;1
4.97339099999999;52.2392759;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
4.9761096;52.2678638;3;0;3;0;1;1;1;1;0;4;2;1;0;4;1;6;1;0;2
4.97750419999999;52.3631799;4.4;0;0;0;1;1;0;0;0;0;1;1;0;0;0;5;3;0;1
4.9788584;51.5701125999999;5;0;0;0;0;0;0;0;1;0;1;0;1;2;0;1;4;0;0
4.9791753;51.5739382999999;4;0;0;0;0;0;0;0;1;0;1;1;1;3;0;0;4;0;0
4.9881517;51.5706862;1;0;0;0;0;0;0;0;0;0;0;1;2;2;0;5;4;0;0
4.99733999999999;51.5898;5;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;2;2;0
5.02339799999999;52.319426;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0
5.028913;52.711777;4.5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
5.03292999999999;52.4873509;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5.0338639;52.6480214;2;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;3;2;0
5.035393;51.5425629999999;2.5;0;0;0;0;0;0;2;0;1;0;1;1;0;0;1;2;1;3
5.0376085;52.4493006;3;1;1;0;6;0;1;0;0;1;1;1;1;1;1;2;1;3;2
5.0389792;51.6474848;5;2;0;3;0;0;8;0;0;16;0;1;0;9;0;11;0;0;0
5.03961149999999;51.6542158;1;3;2;3;1;1;11;5;1;13;0;5;2;5;0;17;0;0;5
5.0416609;51.6495457;5;3;0;3;0;0;15;0;0;18;0;1;0;9;0;17;0;0;1
5.0471254;52.2612266999999;4;1;1;1;2;0;0;1;0;1;0;3;1;2;1;2;0;0;1
5.047311;52.514838;5;1;3;0;1;1;3;1;0;1;3;0;0;5;3;6;1;1;2
5.0481774;52.6459528;3;2;6;0;10;3;8;68;1;9;36;0;1;0;11;39;6;1;9
5.0495127;52.6448938;4;2;7;0;10;4;8;70;1;9;42;0;1;0;20;55;7;1;9
5.0501939;52.0993402999999;1;1;1;0;8;1;3;5;4;4;5;16;3;10;0;10;0;0;4
5.05389989999999;52.6478589;3;2;7;0;9;4;8;68;1;9;40;0;1;0;16;46;8;2;9
5.0541355;51.5738238;4;3;2;0;3;2;0;0;0;2;0;1;4;0;0;1;1;0;3
5.0545198;52.646363;4;2;7;0;9;5;8;70;2;9;42;0;1;1;21;59;8;2;9
5.0573875;51.5755399;1;3;2;0;2;2;0;0;0;1;0;1;4;0;0;0;1;0;3
5.0575;51.5147;5;1;1;1;0;0;2;6;1;4;2;1;0;0;2;5;0;1;1
5.0588888;52.4954575;4;1;1;0;0;0;0;4;0;6;2;1;0;33;0;2;2;0;3
5.0623853;52.0938798;4;1;1;0;12;1;5;17;3;7;5;14;2;7;0;14;2;2;3
5.063794;52.0898856;5;1;1;0;9;1;5;17;2;7;5;3;2;7;0;13;4;1;3
5.0667335;51.6279567;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;1
5.06798439999999;52.6529159;5;0;1;0;0;1;0;0;4;0;2;0;0;2;0;4;7;4;2
5.069535;51.540275;4;1;2;0;4;0;0;3;5;2;0;2;1;0;0;4;2;1;1
5.0700878;52.1201526;5;0;0;0;1;0;1;0;0;1;0;1;0;0;0;3;3;4;2
5.0710593;52.1209261;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;2;3;4;2
5.0721339;52.495455;2;2;3;3;0;1;1;7;0;5;3;1;0;24;0;13;2;0;2
5.07288469999999;52.3278934999999;1;0;1;0;6;0;0;1;0;1;2;1;0;3;3;7;0;0;1
5.07644;52.119466;5;0;0;0;3;0;1;0;1;2;0;0;1;1;0;5;4;8;2
5.0779454;52.3201265999999;4.3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
5.07926499999999;52.333054;4;0;1;0;7;0;0;1;0;1;2;1;0;3;3;6;0;0;1
5.080725;52.118725;1;1;1;0;4;1;0;1;3;3;4;0;2;1;0;5;4;6;4
5.083667;52.3217189999999;3.8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
5.0842605;52.3221856;4.6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
5.086993;52.0475416;5;2;2;0;7;2;0;2;0;5;2;6;0;20;0;2;6;2;4
5.091795;52.0704629;1.5;4;3;0;52;0;5;7;2;6;3;0;1;3;0;11;6;1;6
5.0920548;52.0430637;3;1;0;0;12;0;0;0;0;7;2;13;0;14;0;5;4;2;2
5.09510029999999;51.5510999;3;3;12;6;23;2;14;31;1;17;13;3;2;5;37;50;0;1;6
5.0967604;52.1208955;5;2;3;0;2;1;0;2;3;2;2;0;2;1;0;4;8;7;5
5.0974259;52.0724019;5;4;3;1;49;0;6;8;2;9;5;2;1;3;1;15;9;6;6
5.09785189999999;51.5527813;3;3;10;4;14;1;12;27;1;16;11;3;2;6;37;50;0;1;5
5.0981238;52.0866106999999;4;8;7;2;59;2;12;9;2;22;11;10;2;2;5;51;6;6;12
5.098344;52.0504745;3;0;0;0;5;0;0;0;0;1;1;3;0;7;0;1;1;1;1
5.0999683;51.694436;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
5.10183749999999;52.0818569;5;8;1;2;55;0;8;13;3;11;12;11;0;1;2;28;7;6;6
5.103915;52.057509;1;0;0;0;2;0;1;0;0;1;1;4;0;5;0;3;1;5;0
5.107764;52.0891517;4.5;15;11;21;69;19;52;194;3;67;34;17;3;6;32;176;8;7;19
5.11006429999999;51.5442958;1.5;0;2;0;1;0;1;0;0;1;0;1;1;0;1;1;1;0;3
5.1117336;51.5432208;5;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1
5.1118898;51.5431883;4.7;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1
5.1156004;52.3236096;4;0;1;0;0;0;0;0;0;1;0;2;0;1;0;2;1;3;1
5.11589699999999;52.6975829999999;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2
5.11656459999999;51.5233372999999;5;0;0;1;1;0;0;0;0;2;0;1;0;0;0;2;0;1;1
5.11690859999999;52.1159964;4;4;3;0;26;2;5;22;4;11;4;3;3;0;1;4;9;6;7
5.11782419999999;52.0632783;3;0;2;0;4;0;1;1;4;8;4;7;0;14;1;8;6;7;1
5.1199199;51.518158;2.5;0;0;1;1;0;0;0;0;2;0;1;0;0;0;1;0;1;1
5.1222726;52.0499124;3.9;0;0;0;3;0;0;0;0;1;1;6;0;0;0;2;0;1;0
5.12390679999999;52.3225537;2;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;1;1
5.124628;52.118187;5;2;2;0;13;0;1;6;2;6;4;3;0;0;0;7;7;3;3
5.1308265;52.0883885;5;2;8;17;14;18;54;138;10;52;30;3;6;7;41;140;14;10;15
5.13573;51.6783326;1;1;4;0;0;1;1;5;1;2;1;16;0;6;1;5;0;0;4
5.137938;51.5753965;5;0;3;0;0;0;0;0;0;2;5;4;0;9;0;2;1;0;0
5.1438539;52.3415887;4;1;1;0;0;0;1;0;0;6;1;0;1;2;0;8;1;2;3
5.1439921;52.0415697;4;0;0;0;7;0;0;0;0;0;0;4;0;1;0;2;0;0;1
5.1443203;52.0495305;1;0;0;0;1;0;1;0;0;0;0;2;0;0;0;1;0;0;0
5.1444354;52.2207118;1;2;2;0;5;0;2;5;1;3;2;0;0;4;1;3;2;1;3
5.1459545;52.041039;5;0;0;0;7;0;0;0;0;0;0;4;0;6;0;2;0;0;1
5.1530049;52.2147672;5;2;3;1;8;0;3;11;1;10;9;0;1;4;2;6;3;0;5
5.15344429999999;52.3464845;5;1;1;0;0;0;1;0;0;5;1;0;1;0;0;4;1;2;1
5.1616347;51.6978604;2.3;0;0;0;1;0;1;0;0;0;0;10;0;0;0;0;0;1;0
5.16504;52.0820079999999;5;1;0;1;15;0;8;0;1;2;0;2;0;1;0;4;1;3;0
5.1678617;52.2112893;5;1;3;1;0;1;1;18;1;14;9;1;2;0;1;6;7;1;3
5.1679048;52.088138;4.5;1;0;1;14;0;7;0;1;2;0;2;1;2;1;6;0;3;0
5.1693429;52.261813;4;0;0;0;3;0;1;0;0;0;1;1;0;3;0;2;0;0;2
5.1711871;52.2651161;1;0;2;0;3;0;1;0;1;3;2;1;0;3;0;2;0;4;5
5.1712283;52.1081378;1;2;1;0;0;1;1;1;0;5;0;0;0;2;0;4;2;1;3
5.1763271;52.091279;1;1;0;1;15;0;7;0;0;2;0;2;1;0;1;5;0;1;0
5.17781579999999;51.6985738;1;0;0;0;0;0;1;1;0;0;0;16;0;1;0;1;0;0;0
5.17925939999999;52.1035024;5;2;1;0;0;1;0;1;0;5;0;0;0;2;0;4;2;0;3
5.1796076;52.3711780999999;5;2;0;0;0;1;0;0;1;2;1;3;1;3;1;2;0;0;2
5.1796961;52.3703523;5;2;0;0;0;1;0;0;1;2;1;3;1;3;1;2;0;0;2
5.17999259999999;52.061003;3.7;0;1;0;9;0;1;0;0;0;0;0;0;0;0;2;0;0;0
5.18344;52.090928;5;0;0;0;8;0;2;0;0;0;0;1;1;0;1;3;0;1;0
5.18936;52.380351;5;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;1
5.1907911;52.3628321;4;1;0;0;2;1;0;0;1;2;3;3;0;0;1;1;0;2;2
5.1921767;52.1028668;5;0;0;0;1;0;1;0;0;3;0;1;0;2;0;3;0;0;1
5.193922;52.102582;3.6;0;0;0;1;0;1;0;0;1;0;1;0;1;0;3;0;0;0
5.204248;51.6891879999999;5;1;1;0;4;0;0;3;1;3;0;65;3;5;0;5;1;1;2
5.205139;52.061035;4.4;2;1;0;4;1;0;1;0;3;5;0;0;3;0;7;1;0;1
5.2056741;52.0609537;3.3;2;1;0;4;1;0;1;0;3;5;0;0;3;0;7;1;0;1
5.2073667;52.2467981;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5.2090386;51.657974;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0
5.2102474;52.3838917;4;0;0;0;2;0;1;1;0;2;1;2;0;1;0;0;0;4;1
5.2113097;52.3552163;2;0;0;0;0;0;2;0;1;1;2;2;0;4;1;1;0;0;1
5.2152956;52.7467619;4.5;0;1;0;0;0;1;0;0;1;1;1;0;1;0;2;1;1;2
5.2179715;52.6862043;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;2;3;1
5.2181795;52.3829416;5;2;1;0;0;1;4;4;0;12;0;3;0;1;1;0;1;4;3
5.2182689;52.3327606;5;2;1;1;13;1;4;9;0;5;7;0;1;0;3;15;0;3;3
5.2199431;52.3825465;4;2;1;0;0;1;4;5;0;13;0;3;0;1;1;0;1;4;3
5.2199861;52.0998518;3;1;0;1;0;0;1;1;0;0;0;1;1;3;0;4;1;0;3
5.221203;52.259277;3;3;4;0;0;2;2;40;0;4;10;0;2;0;3;12;0;1;2
5.222559;52.3862019;5;0;0;0;0;0;2;1;0;3;0;2;1;1;1;0;1;4;1
5.2244206;52.3848916;4;0;0;0;0;0;2;1;0;3;0;2;1;1;1;0;1;3;1
5.2249624;52.3355894;4;2;1;1;11;1;4;9;0;6;7;0;1;0;3;15;0;3;5
5.2278791;52.2472364;1;2;3;0;1;1;1;27;0;3;7;0;2;1;2;1;0;0;2
5.22806319999999;52.3858452;3;0;0;0;0;0;2;0;0;3;0;2;1;1;1;0;1;2;1
5.22834859999999;52.3467991;5;0;2;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;1
5.2300637;52.2356542;4.7;0;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0
5.2304561;52.2357875;3.5;0;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0
5.2324537;52.391116;3;0;0;0;0;0;1;0;0;2;0;1;1;1;1;0;1;2;1
5.2376694;52.3053837999999;3.7;2;3;1;11;2;0;10;1;2;0;9;1;1;3;13;1;3;2
5.240234;52.142305;5;0;0;0;0;1;0;1;0;1;1;2;1;3;1;2;0;0;2
5.2416281;52.3810575;4;1;0;0;0;0;0;0;0;3;1;0;0;1;0;3;0;1;2
5.243668;52.379695;4;1;0;0;0;0;0;0;0;3;1;0;0;2;0;3;0;1;2
5.2437632;52.3567209;4;0;0;0;0;0;0;0;0;2;2;0;0;1;0;1;0;0;1
5.2439699;52.375129;4;1;0;0;0;0;0;0;0;5;1;0;0;2;0;3;0;1;2
5.243984;52.3583601;5;0;0;0;0;0;0;0;0;2;2;0;0;2;0;1;0;0;1
5.2468111;52.2542933;4;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;1
5.2559417;52.2643409999999;4.3;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0
5.2573881;52.0639074;4;0;0;0;1;0;1;0;0;1;0;2;0;0;0;1;0;1;0
5.2628617;52.7181146;3;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0
5.26507719999999;51.757296;5;0;0;1;3;0;0;0;0;1;0;1;0;0;0;1;0;0;0
5.2686519;51.6929147;5;2;1;0;2;2;7;13;0;7;6;8;1;3;4;3;2;1;5
5.2694469;51.7508171;3;1;1;1;3;1;0;2;1;2;2;1;0;0;0;3;0;0;3
5.27027;52.17612;5;0;0;0;0;0;0;0;0;0;0;2;0;6;0;1;1;0;1
5.2780458;51.6930458999999;4.5;3;7;0;4;2;8;13;1;15;9;8;2;1;2;7;5;1;4
5.2786515;51.6396115;5;2;1;0;0;1;1;0;2;0;0;0;1;4;0;0;0;0;2
5.27985909999999;52.0536758;4;0;4;0;0;2;2;17;1;5;4;2;2;1;0;8;0;0;3
5.2829309;52.3940741;2;2;3;0;1;1;0;13;0;16;3;1;1;1;0;8;3;0;7
5.2854435;52.1206416;4;0;0;0;0;0;2;0;0;1;0;1;1;0;1;1;0;4;2
5.2873117;52.3469031;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
5.2874971;52.6998305;5;1;2;3;1;2;1;15;0;7;2;2;1;4;4;27;3;0;3
5.29075;51.61143;5;0;0;0;0;0;0;1;0;1;0;1;0;0;1;2;0;2;1
5.29075;51.6534;4;1;2;0;15;2;2;4;0;3;0;1;2;2;2;9;3;1;5
5.294598;51.500435;4;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
